1773407569.021048 server started (23994): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1773407569.021069 on Darwin 25.3.0 Darwin Kernel Version 25.3.0: Wed Jan 28 20:54:46 PST 2026; root:xnu-12377.91.3~2/RELEASE_ARM64_T6000
1773407569.021074 using libevent 2.1.12-stable select
1773407569.021081 using utf8proc 2.11.3
1773407569.021085 using ncurses 6.5 20240427
1773407582.203896 @0 active pane not changed
1773407582.203998 %0 has 3 bytes
1773407582.204014 @0 alerts timer reset 0
1773407582.204028 screen_write_start_pane: size 80x31, pane %0 (at 0,0)
1773407582.204043 input_parse_buffer: %0 ground, 3 bytes: \btm
1773407582.204060 input_c0_dispatch: '\b'
1773407582.204080 screen_write_collect_end: 2 tm (at 37,0)
1773407582.204102 /dev/ttys013: \b
1773407582.204120 /dev/ttys013: tm
1773407582.204139 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1773407582.204156 cmdq_next <global>: empty
1773407582.204174 cmdq_next </dev/ttys013>: empty
1773407582.204192 server_client_reset_state: client /dev/ttys013 mode CURSOR,WRAP,BRACKETPASTE
1773407582.204209 server_client_reset_state: cursor to 39,0
1773407582.204226 server_client_check_pane_buffer: %0 has 3 minimum (of 3) bytes used
1773407582.204247 server_client_check_pane_buffer: pane %0 is on
1773407582.204264 @0 active pane changed
1773407582.204281 @0 name timer queued (349455 left)
1773407582.204313 /dev/ttys013: wrote 3 bytes (of 3)
1773407582.204332 cmdq_next <global>: empty
1773407582.204349 cmdq_next </dev/ttys013>: empty
1773407582.204367 server_client_reset_state: client /dev/ttys013 mode CURSOR,WRAP,BRACKETPASTE
1773407582.204384 server_client_reset_state: cursor to 39,0
1773407582.204401 server_client_check_pane_buffer: pane %0 is on
1773407582.204417 @0 active pane changed
1773407582.204487 @0 name timer already queued (349251 left)
1773407582.214265 cmdq_next <global>: empty
1773407582.214341 cmdq_next </dev/ttys013>: empty
1773407582.214366 server_client_reset_state: client /dev/ttys013 mode CURSOR,WRAP,BRACKETPASTE
1773407582.214383 server_client_reset_state: cursor to 39,0
1773407582.214404 server_client_check_pane_buffer: pane %0 is on
1773407582.214422 @0 active pane changed
1773407582.214440 @0 name timer already queued (339296 left)
1773407582.446254 /dev/ttys013: read 1 bytes (already 0)
1773407582.446377 /dev/ttys013: keys are 1 (u)
1773407582.446412 /dev/ttys013: next key is 1 (u) (expired=0)
1773407582.446439 /dev/ttys013: complete key u 0x75
1773407582.446473 cmdq_append </dev/ttys013>: [server_client_key_callback/0x99d880000]
1773407582.446506 cmdq_next <global>: empty
1773407582.446530 cmdq_next </dev/ttys013>: enter
1773407582.446555 cmdq_next </dev/ttys013>: [server_client_key_callback/0x99d880000] (1), flags 0
1773407582.446584 session $0 0 activity 1773407582.446580
1773407582.446623 cmd_find_from_client: s=$0 0
1773407582.446650 cmd_find_from_client: wl=0 1 w=@0 zsh
1773407582.446673 cmd_find_from_client: wp=%0
1773407582.446689 cmd_find_from_client: idx=none
1773407582.446707 key table root (pane %0)
1773407582.446722 key table root (pane %0)
1773407582.446735 not found in key table root
1773407582.446755 writing key 0x75 (u) to %0
1773407582.446769 input_key: u
1773407582.446787 unref client 0x1049847c0 (2 references)
1773407582.446802 cmdq_next </dev/ttys013>: exit (empty)
1773407582.446814 cmdq_next <global>: empty
1773407582.446828 cmdq_next </dev/ttys013>: empty
1773407582.446844 server_client_reset_state: client /dev/ttys013 mode CURSOR,WRAP,BRACKETPASTE
1773407582.446859 server_client_reset_state: cursor to 39,0
1773407582.446874 server_client_check_pane_buffer: pane %0 is on
1773407582.446890 @0 active pane changed
1773407582.446904 @0 name timer already queued (106831 left)
1773407582.446959 cmdq_next <global>: empty
1773407582.446975 cmdq_next </dev/ttys013>: empty
1773407582.446990 server_client_reset_state: client /dev/ttys013 mode CURSOR,WRAP,BRACKETPASTE
1773407582.447003 server_client_reset_state: cursor to 39,0
1773407582.447016 server_client_check_pane_buffer: pane %0 is on
1773407582.447029 @0 active pane changed
1773407582.447042 @0 name timer already queued (106692 left)
1773407582.447091 %0 has 1 bytes
1773407582.447110 @0 alerts timer reset 0
1773407582.447126 screen_write_start_pane: size 80x31, pane %0 (at 0,0)
1773407582.447140 input_parse_buffer: %0 ground, 1 bytes: u
1773407582.447155 screen_write_collect_end: 1 u (at 39,0)
1773407582.447173 /dev/ttys013: u
1773407582.447188 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1773407582.447201 cmdq_next <global>: empty
1773407582.447215 cmdq_next </dev/ttys013>: empty
1773407582.447228 server_client_reset_state: client /dev/ttys013 mode CURSOR,WRAP,BRACKETPASTE
1773407582.447241 server_client_reset_state: cursor to 40,0
1773407582.447255 server_client_check_pane_buffer: %0 has 1 minimum (of 1) bytes used
1773407582.447268 server_client_check_pane_buffer: pane %0 is on
1773407582.447281 @0 active pane changed
1773407582.447294 @0 name timer already queued (106440 left)
1773407582.447319 /dev/ttys013: wrote 1 bytes (of 1)
1773407582.447334 cmdq_next <global>: empty
1773407582.447347 cmdq_next </dev/ttys013>: empty
1773407582.447360 server_client_reset_state: client /dev/ttys013 mode CURSOR,WRAP,BRACKETPASTE
1773407582.447373 server_client_reset_state: cursor to 40,0
1773407582.447388 server_client_check_pane_buffer: pane %0 is on
1773407582.447401 @0 active pane changed
1773407582.447418 @0 name timer already queued (106317 left)
1773407582.457351 cmdq_next <global>: empty
1773407582.457444 cmdq_next </dev/ttys013>: empty
1773407582.457476 server_client_reset_state: client /dev/ttys013 mode CURSOR,WRAP,BRACKETPASTE
1773407582.457502 server_client_reset_state: cursor to 40,0
1773407582.457531 server_client_check_pane_buffer: pane %0 is on
1773407582.457558 @0 active pane changed
1773407582.457581 @0 name timer already queued (96155 left)
1773407582.554601 @0 name timer expired
1773407582.554698 cmdq_next <global>: empty
1773407582.554714 cmdq_next </dev/ttys013>: empty
1773407582.554732 server_client_reset_state: client /dev/ttys013 mode CURSOR,WRAP,BRACKETPASTE
1773407582.554746 server_client_reset_state: cursor to 40,0
1773407582.554766 server_client_check_pane_buffer: pane %0 is on
1773407582.554782 @0 active pane changed
1773407582.554797 format_expand1: expanding format: #{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}
1773407582.554814 format_expand1: found #{}: ?pane_in_mode,[tmux],#{pane_current_command}
1773407582.554827 format_replace: condition is: pane_in_mode
1773407582.554849 format_replace: condition 'pane_in_mode' found: 0
1773407582.554860 format_replace: condition 'pane_in_mode' is false
1773407582.554876 format_replace: no condition matched in 'pane_in_mode,[tmux],#{pane_current_command}'; using last arg
1773407582.554888 format_expand1: expanding format: #{pane_current_command}
1773407582.554899 format_expand1: found #{}: pane_current_command
1773407582.554998 format_replace: format 'pane_current_command' found: zsh
1773407582.555012 format_replace: replaced 'pane_current_command' with 'zsh'
1773407582.555024 format_expand1: result is: zsh
1773407582.555037 format_replace: replaced '?pane_in_mode,[tmux],#{pane_current_command}' with 'zsh'
1773407582.555048 format_expand1: found #{}: ?pane_dead,[dead],
1773407582.555060 format_replace: condition is: pane_dead
1773407582.555074 format_replace: condition 'pane_dead' found: 0
1773407582.555085 format_replace: condition 'pane_dead' is false
1773407582.555096 format_replace: no condition matched in 'pane_dead,[dead],'; using last arg
1773407582.555108 format_replace: replaced '?pane_dead,[dead],' with ''
1773407582.555119 format_expand1: result is: zsh
1773407582.555130 @0 name not changed (still zsh)
1773407583.209856 /dev/ttys013: read 1 bytes (already 0)
1773407583.209944 /dev/ttys013: keys are 1 (x)
1773407583.209965 /dev/ttys013: next key is 1 (x) (expired=0)
1773407583.209981 /dev/ttys013: complete key x 0x78
1773407583.210006 cmdq_append </dev/ttys013>: [server_client_key_callback/0x99d880000]
1773407583.210023 cmdq_next <global>: empty
1773407583.210038 cmdq_next </dev/ttys013>: enter
1773407583.210056 cmdq_next </dev/ttys013>: [server_client_key_callback/0x99d880000] (1), flags 0
1773407583.210070 session $0 0 activity 1773407583.210068
1773407583.210087 cmd_find_from_client: s=$0 0
1773407583.210101 cmd_find_from_client: wl=0 1 w=@0 zsh
1773407583.210113 cmd_find_from_client: wp=%0
1773407583.210126 cmd_find_from_client: idx=none
1773407583.210160 key table root (pane %0)
1773407583.210193 key table root (pane %0)
1773407583.210221 not found in key table root
1773407583.210241 writing key 0x78 (x) to %0
1773407583.210256 input_key: x
1773407583.210276 unref client 0x1049847c0 (2 references)
1773407583.210291 cmdq_next </dev/ttys013>: exit (empty)
1773407583.210304 cmdq_next <global>: empty
1773407583.210318 cmdq_next </dev/ttys013>: empty
1773407583.210334 server_client_reset_state: client /dev/ttys013 mode CURSOR,WRAP,BRACKETPASTE
1773407583.210348 server_client_reset_state: cursor to 40,0
1773407583.210364 server_client_check_pane_buffer: pane %0 is on
1773407583.210379 @0 active pane not changed
1773407583.210418 cmdq_next <global>: empty
1773407583.210433 cmdq_next </dev/ttys013>: empty
1773407583.210447 server_client_reset_state: client /dev/ttys013 mode CURSOR,WRAP,BRACKETPASTE
1773407583.210460 server_client_reset_state: cursor to 40,0
1773407583.210474 server_client_check_pane_buffer: pane %0 is on
1773407583.210487 @0 active pane not changed
1773407583.210512 %0 has 1 bytes
1773407583.210530 @0 alerts timer reset 0
1773407583.210546 screen_write_start_pane: size 80x31, pane %0 (at 0,0)
1773407583.210560 input_parse_buffer: %0 ground, 1 bytes: x
1773407583.210651 screen_write_collect_end: 1 x (at 40,0)
1773407583.210672 /dev/ttys013: x
1773407583.210688 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1773407583.210702 cmdq_next <global>: empty
1773407583.210715 cmdq_next </dev/ttys013>: empty
1773407583.210728 server_client_reset_state: client /dev/ttys013 mode CURSOR,WRAP,BRACKETPASTE
1773407583.210741 server_client_reset_state: cursor to 41,0
1773407583.210755 server_client_check_pane_buffer: %0 has 1 minimum (of 1) bytes used
1773407583.210772 server_client_check_pane_buffer: pane %0 is on
1773407583.210785 @0 active pane changed
1773407583.210801 format_expand1: expanding format: #{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}
1773407583.210817 format_expand1: found #{}: ?pane_in_mode,[tmux],#{pane_current_command}
1773407583.210832 format_replace: condition is: pane_in_mode
1773407583.210854 format_replace: condition 'pane_in_mode' found: 0
1773407583.210868 format_replace: condition 'pane_in_mode' is false
1773407583.210882 format_replace: no condition matched in 'pane_in_mode,[tmux],#{pane_current_command}'; using last arg
1773407583.210896 format_expand1: expanding format: #{pane_current_command}
1773407583.210909 format_expand1: found #{}: pane_current_command
1773407583.211001 format_replace: format 'pane_current_command' found: zsh
1773407583.211017 format_replace: replaced 'pane_current_command' with 'zsh'
1773407583.211031 format_expand1: result is: zsh
1773407583.211045 format_replace: replaced '?pane_in_mode,[tmux],#{pane_current_command}' with 'zsh'
1773407583.211059 format_expand1: found #{}: ?pane_dead,[dead],
1773407583.211073 format_replace: condition is: pane_dead
1773407583.211088 format_replace: condition 'pane_dead' found: 0
1773407583.211102 format_replace: condition 'pane_dead' is false
1773407583.211115 format_replace: no condition matched in 'pane_dead,[dead],'; using last arg
1773407583.211129 format_replace: replaced '?pane_dead,[dead],' with ''
1773407583.211151 format_expand1: result is: zsh
1773407583.211164 @0 name not changed (still zsh)
1773407583.211190 /dev/ttys013: wrote 1 bytes (of 1)
1773407583.211205 cmdq_next <global>: empty
1773407583.211216 cmdq_next </dev/ttys013>: empty
1773407583.211227 server_client_reset_state: client /dev/ttys013 mode CURSOR,WRAP,BRACKETPASTE
1773407583.211238 server_client_reset_state: cursor to 41,0
1773407583.211249 server_client_check_pane_buffer: pane %0 is on
1773407583.211259 @0 active pane not changed
1773407583.221537 cmdq_next <global>: empty
1773407583.221602 cmdq_next </dev/ttys013>: empty
1773407583.221633 server_client_reset_state: client /dev/ttys013 mode CURSOR,WRAP,BRACKETPASTE
1773407583.221658 server_client_reset_state: cursor to 41,0
1773407583.221686 server_client_check_pane_buffer: pane %0 is on
1773407583.221710 @0 active pane not changed
1773407584.087578 client 0x1049847c0, status interval 15
1773407584.087694 cmdq_next <global>: empty
1773407584.087727 cmdq_next </dev/ttys013>: empty
1773407584.087754 /dev/ttys013: redraw status
1773407584.087778 /dev/ttys013: redraw needed
1773407584.087815 screen_redraw_set_context: /dev/ttys013 @0 ox=0 oy=0 sx=80 sy=31 1/0
1773407584.087843 status_redraw enter
1773407584.087867 format_defaults: c=/dev/ttys013
1773407584.087891 format_defaults: s=none
1773407584.087913 format_defaults: wl=none
1773407584.087934 format_defaults: wp=none
1773407584.087963 screen_write_start: size 80x1, no pane
1773407584.087989 screen_write_cursormove: from 0,0 to 0,0
1773407584.088071 format_expand1: expanding format: #[align=left range=left #{E:status-left-style}]#[push-default]#{T;=/#{status-left-length}:status-left}#[pop-default]#[norange default]#[list=on align=#{status-justify}]#[list=left-marker]<#[list=right-marker]>#[list=on]#{W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?loop_last_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?loop_last_flag,,#{window-status-separator}}}#[nolist align=right range=right #{E:status-right-style}]#[push-default]#{T;=/#{status-right-length}:status-right}#[pop-default]#[norange default]
1773407584.088101 format_expand1: found #*1[
1773407584.088129 format_expand1: found #{}: E:status-left-style
1773407584.088157 format_replace: modifier 0 is E
1773407584.088194 format_replace: format 'status-left-style' found: default
1773407584.088218 format_expand1: expanding format: default
1773407584.088241 format_expand1: result is: default
1773407584.088266 format_replace: replaced 'E:status-left-style' with 'default'
1773407584.088290 format_expand1: found #*1[
1773407584.088315 format_expand1: found #{}: T;=/#{status-left-length}:status-left
1773407584.088342 format_expand1: expanding format: #{status-left-length}
1773407584.088365 format_expand1: found #{}: status-left-length
1773407584.088395 format_replace: format 'status-left-length' found: 10
1773407584.088419 format_replace: replaced 'status-left-length' with '10'
1773407584.088442 format_expand1: result is: 10
1773407584.088465 format_replace: modifier 0 is T
1773407584.088488 format_replace: modifier 1 is =
1773407584.088510 format_replace: modifier 1 argument 0: 10
1773407584.088539 format_replace: format 'status-left' found: [#{session_name}] 
1773407584.088562 format_expand1: expanding format: [#{session_name}] 
1773407584.088585 format_expand1: found #{}: session_name
1773407584.088616 format_replace: format 'session_name' found: 0
1773407584.088639 format_replace: replaced 'session_name' with '0'
1773407584.088662 format_expand1: result is: [0] 
1773407584.088698 format_replace: applied length limit 10: [0] 
1773407584.088728 format_replace: replaced 'T;=/#{status-left-length}:status-left' with '[0] '
1773407584.088757 format_expand1: found #*1[
1773407584.088780 format_expand1: found #*1[
1773407584.088804 format_expand1: found #*1[
1773407584.088827 format_expand1: found #{}: status-justify
1773407584.088855 format_replace: format 'status-justify' found: left
1773407584.088879 format_replace: replaced 'status-justify' with 'left'
1773407584.088901 format_expand1: found #*1[
1773407584.088924 format_expand1: found #*1[
1773407584.088947 format_expand1: found #*1[
1773407584.089019 format_expand1: found #{}: W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?loop_last_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?loop_last_flag,,#{window-status-separator}}
1773407584.089048 format_replace: modifier 0 is W
1773407584.089086 format_loop_windows: window loop: 0 @0
1773407584.089110 format_defaults: c=/dev/ttys013
1773407584.089132 format_defaults: s=$0
1773407584.089153 format_defaults: wl=0
1773407584.089174 format_defaults: wp=none
1773407584.089213 format_expand1: expanding format: #[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?loop_last_flag,,#{window-status-separator}}
1773407584.089267 format_expand1: found #*1[
1773407584.089291 format_expand1: found #{}: window_index
1773407584.089324 format_replace: format 'window_index' found: 0
1773407584.089349 format_replace: replaced 'window_index' with '0'
1773407584.089378 format_expand1: found #{}: ?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}
1773407584.089404 format_replace: condition is: #{!=:#{E:window-status-current-style},default}
1773407584.089448 format_expand1: expanding format: #{!=:#{E:window-status-current-style},default}
1773407584.089474 format_expand1: found #{}: !=:#{E:window-status-current-style},default
1773407584.089497 format_replace: modifier 0 is !=
1773407584.089522 format_expand1: expanding format: #{E:window-status-current-style}
1773407584.089546 format_expand1: found #{}: E:window-status-current-style
1773407584.089600 format_replace: modifier 0 is E
1773407584.089637 format_replace: format 'window-status-current-style' found: default
1773407584.089655 format_expand1: expanding format: default
1773407584.089668 format_expand1: result is: default
1773407584.089682 format_replace: replaced 'E:window-status-current-style' with 'default'
1773407584.089696 format_expand1: result is: default
1773407584.089708 format_expand1: expanding format: default
1773407584.089721 format_expand1: result is: default
1773407584.089734 format_replace: compare != left is: default
1773407584.089747 format_replace: compare != right is: default
1773407584.089761 format_replace: replaced '!=:#{E:window-status-current-style},default' with '0'
1773407584.089774 format_expand1: result is: 0
1773407584.089788 format_replace: condition '#{!=:#{E:window-status-current-style},default}' is false
1773407584.089805 format_replace: no condition matched in '#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}'; using last arg
1773407584.089819 format_expand1: expanding format: #{E:window-status-style}
1773407584.089833 format_expand1: found #{}: E:window-status-style
1773407584.089846 format_replace: modifier 0 is E
1773407584.089861 format_replace: format 'window-status-style' found: default
1773407584.089874 format_expand1: expanding format: default
1773407584.089887 format_expand1: result is: default
1773407584.089910 format_replace: replaced 'E:window-status-style' with 'default'
1773407584.089925 format_expand1: result is: default
1773407584.089940 format_replace: replaced '?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}' with 'default'
1773407584.089956 format_expand1: found #{}: ?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},
1773407584.090009 format_replace: condition is: #{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}
1773407584.090029 format_expand1: expanding format: #{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}
1773407584.090044 format_expand1: found #{}: &&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}
1773407584.090058 format_replace: modifier 0 is &&
1773407584.090072 format_expand1: expanding format: #{window_last_flag}
1773407584.090085 format_expand1: found #{}: window_last_flag
1773407584.090102 format_replace: format 'window_last_flag' found: 0
1773407584.090116 format_replace: replaced 'window_last_flag' with '0'
1773407584.090138 format_expand1: result is: 0
1773407584.090153 format_bool_op_n: operator && has operand: 0
1773407584.090179 format_replace: replaced '&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}' with '0'
1773407584.090193 format_expand1: result is: 0
1773407584.090207 format_replace: condition '#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}' is false
1773407584.090223 format_replace: no condition matched in '#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},'; using last arg
1773407584.090238 format_replace: replaced '?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},' with ''
1773407584.090268 format_expand1: found #{}: ?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1773407584.090286 format_replace: condition is: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1773407584.090310 format_expand1: expanding format: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1773407584.090325 format_expand1: found #{}: &&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}
1773407584.090339 format_replace: modifier 0 is &&
1773407584.090353 format_expand1: expanding format: #{window_bell_flag}
1773407584.090366 format_expand1: found #{}: window_bell_flag
1773407584.090383 format_replace: format 'window_bell_flag' found: 0
1773407584.090396 format_replace: replaced 'window_bell_flag' with '0'
1773407584.090409 format_expand1: result is: 0
1773407584.090422 format_bool_op_n: operator && has operand: 0
1773407584.090451 format_replace: replaced '&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}' with '0'
1773407584.090479 format_expand1: result is: 0
1773407584.090496 format_replace: condition '#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}' is false
1773407584.090514 format_replace: no condition matched in '#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}'; using last arg
1773407584.090530 format_expand1: expanding format: #{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1773407584.090547 format_expand1: found #{}: ?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},
1773407584.090563 format_replace: condition is: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1773407584.090581 format_expand1: expanding format: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1773407584.090596 format_expand1: found #{}: &&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}
1773407584.090610 format_replace: modifier 0 is &&
1773407584.090630 format_expand1: expanding format: #{||:#{window_activity_flag},#{window_silence_flag}}
1773407584.090646 format_expand1: found #{}: ||:#{window_activity_flag},#{window_silence_flag}
1773407584.090659 format_replace: modifier 0 is ||
1773407584.090673 format_expand1: expanding format: #{window_activity_flag}
1773407584.090686 format_expand1: found #{}: window_activity_flag
1773407584.090711 format_replace: format 'window_activity_flag' found: 0
1773407584.090725 format_replace: replaced 'window_activity_flag' with '0'
1773407584.090739 format_expand1: result is: 0
1773407584.090752 format_bool_op_n: operator || has operand: 0
1773407584.090765 format_expand1: expanding format: #{window_silence_flag}
1773407584.090778 format_expand1: found #{}: window_silence_flag
1773407584.090795 format_replace: format 'window_silence_flag' found: 0
1773407584.090809 format_replace: replaced 'window_silence_flag' with '0'
1773407584.090821 format_expand1: result is: 0
1773407584.090834 format_bool_op_n: operator || has operand: 0
1773407584.090848 format_replace: replaced '||:#{window_activity_flag},#{window_silence_flag}' with '0'
1773407584.090861 format_expand1: result is: 0
1773407584.090873 format_bool_op_n: operator && has operand: 0
1773407584.090888 format_replace: replaced '&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}' with '0'
1773407584.090901 format_expand1: result is: 0
1773407584.090915 format_replace: condition '#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}' is false
1773407584.090933 format_replace: no condition matched in '#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},'; using last arg
1773407584.090949 format_replace: replaced '?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},' with ''
1773407584.090962 format_expand1: result is: 
1773407584.090988 format_replace: replaced '?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}' with ''
1773407584.091004 format_expand1: found #*1[
1773407584.091019 format_expand1: found #{}: T:window-status-current-format
1773407584.091032 format_replace: modifier 0 is T
1773407584.091047 format_replace: format 'window-status-current-format' found: #I:#W#{?window_flags,#{window_flags}, }
1773407584.091061 format_expand1: expanding format: #I:#W#{?window_flags,#{window_flags}, }
1773407584.091074 format_expand1: found #I: window_index
1773407584.091091 format_replace: format 'window_index' found: 0
1773407584.091104 format_replace: replaced 'window_index' with '0'
1773407584.091117 format_expand1: found #W: window_name
1773407584.091134 format_replace: format 'window_name' found: zsh
1773407584.091147 format_replace: replaced 'window_name' with 'zsh'
1773407584.091160 format_expand1: found #{}: ?window_flags,#{window_flags}, 
1773407584.091174 format_replace: condition is: window_flags
1773407584.091190 format_replace: condition 'window_flags' found: *
1773407584.091203 format_replace: condition 'window_flags' is true
1773407584.091216 format_expand1: expanding format: #{window_flags}
1773407584.091229 format_expand1: found #{}: window_flags
1773407584.091245 format_replace: format 'window_flags' found: *
1773407584.091258 format_replace: replaced 'window_flags' with '*'
1773407584.091271 format_expand1: result is: *
1773407584.091285 format_replace: replaced '?window_flags,#{window_flags}, ' with '*'
1773407584.091298 format_expand1: result is: 0:zsh*
1773407584.091311 format_replace: replaced 'T:window-status-current-format' with '0:zsh*'
1773407584.091324 format_expand1: found #*1[
1773407584.091337 format_expand1: found #*1[
1773407584.091351 format_expand1: found #{}: ?loop_last_flag,,#{window-status-separator}
1773407584.091365 format_replace: condition is: loop_last_flag
1773407584.091383 format_replace: condition 'loop_last_flag' found: 1
1773407584.091396 format_replace: condition 'loop_last_flag' is true
1773407584.091410 format_replace: replaced '?loop_last_flag,,#{window-status-separator}' with ''
1773407584.091425 format_expand1: result is: #[range=window|0 list=focus default]#[push-default]0:zsh*#[pop-default]#[norange list=on default]
1773407584.091438 unref client 0x1049847c0 (3 references)
